orf_name,standard_name,desc
YML024W,RPS17A,Ribosomal protein 51 (rp51) of the small (40s) subunit; nearly identical to Rps17Bp and has similarity to rat S17 ribosomal protein
YPR017C,DSS4,Guanine nucleotide dissociation stimulator for Sec4p functions in the post-Golgi secretory pathway; binds zinc found both on membranes and in the cytosol
YPL022W,RAD1,Single-stranded DNA endonuclease (with Rad10p) cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein
YOR191W,ULS1,RING finger protein involved in proteolytic control of sumoylated substrates; interacts with SUMO (Smt3p); member of the SWI/SNF family of DNA-dependent ATPases; plays a role in antagonizing silencing during mating-type switching
YPR107C,YTH1,Essential RNA-binding component of cleavage and polyadenylation factor contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation
YPR132W,RPS23B,Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit required for translational accuracy; nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins; deletion of both RPS23A and RPS23B is lethal
YPL281C,ERR2,Protein of unknown function has similarity to enolases
YOR037W,CYC2,Mitochondrial peripheral inner membrane protein contains a FAD cofactor in a domain exposed in the intermembrane space; exhibits redox activity in vitro; likely participates in ligation of heme to acytochromes c and c1 (Cyc1p and Cyt1p)
YPR194C,OPT2,Oligopeptide transporter; member of the OPT family with potential orthologs in S. pombe and C. albicans; also plays a role in formation of mature vacuoles
YPL190C,NAB3,Single stranded RNA binding protein; acidic ribonucleoprotein; required for termination of non-poly(A) transcripts and efficient splicing; interacts with Nrd1p
YOR196C,LIP5,Protein involved in biosynthesis of the coenzyme lipoic acid has similarity to E. coli lipoic acid synthase
YPL023C,MET12,Protein with methylenetetrahydrofolate reductase (MTHFR) activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of MTHFR
YOR233W,KIN4,Serine/threonine protein kinase that inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex spindle pole body and bud neck
YPL255W,BBP1,Protein required for the spindle pole body (SPB) duplication localized at the central plaque periphery; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p
YPL269W,KAR9,Karyogamy protein required for correct positioning of the mitotic spindle and for orienting cytoplasmic microtubules localizes at the shmoo tip in mating cells and at the tip of the growing bud in small-budded cells through anaphase
YPR131C,NAT3,Catalytic subunit of the NatB N-terminal acetyltransferase which catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met
YOR363C,PIP2,Autoregulatory oleate-specific transcriptional activator of peroxisome proliferation contains Zn(2)-Cys(6) cluster domain forms heterodimer with Oaf1p binds oleate response elements (OREs) activates beta-oxidation genes
YPR031W,NTO1,Subunit of the NuA3 histone acetyltransferase complex that acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3
YOL044W,PEX15,Phosphorylated tail-anchored type II integral peroxisomal membrane protein required for peroxisome biogenesis cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol overexpression results in impaired peroxisome assembly
YPL021W,ECM23,Non-essential protein of unconfirmed function; affects pre-rRNA processing may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p
YPL203W,TPK2,cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase
YPR040W,TIP41,Protein that interacts physically and genetically with Tap42p which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling pathway
YPR192W,AQY1,Spore-specific water channel that mediates the transport of water across cell membranes developmentally controlled; may play a role in spore maturation probably by allowing water outflow may be involved in freeze tolerance
YPL169C,MEX67,Poly(A)RNA binding protein involved in nuclear mRNA export component of the nuclear pore; ortholog of human TAP
YMR108W,ILV2,Acetolactate synthase catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors localizes to the mitochondria; expression of the gene is under general amino acid control
YMR318C,ADH6,NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance
YOR375C,GDH1,NADP(+)-dependent glutamate dehydrogenase synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh3p; expression regulated by nitrogen and carbon sources
YOR001W,RRP6,Nuclear exosome exonuclease component; has 3'-5' exonuclease activity; involved in RNA processing maturation surveillance degradation tethering and export; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay
YPL283C,YRF1-7,Helicase encoded by the Y' element of subtelomeric regions highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p
YPR007C,REC8,Meiosis-specific component of sister chromatid cohesion complex; maintains cohesion between sister chromatids during meiosis I; maintains cohesion between centromeres of sister chromatids until meiosis II; homolog of S. pombe Rec8p
YPR093C,ASR1,Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; contains a Ring/PHD finger domain similar to the mammalian rA9 protein
YPL083C,SEN54,Subunit of the tRNA splicing endonuclease which is composed of Sen2p Sen15p Sen34p and Sen54p
YOR128C,ADE2,Phosphoribosylaminoimidazole carboxylase catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine
YPL242C,IQG1,Essential protein required for determination of budding pattern promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p localizes to the contractile ring during anaphase member of the IQGAP family
YML042W,CAT2,Carnitine acetyl-CoA transferase present in both mitochondria and peroxisomes transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes
YPR144C,NOC4,Nucleolar protein forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits
YPR141C,KAR3,Minus-end-directed microtubule motor that functions in mitosis and meiosis localizes to the spindle pole body and localization is dependent on functional Cik1p required for nuclear fusion during mating; potential Cdc28p substrate
YOR245C,DGA1,Diacylglycerol acyltransferase catalyzes the terminal step of triacylglycerol (TAG) formation acylates diacylglycerol using acyl-CoA as an acyl donor localized to lipid particles
YPR140W,TAZ1,Lyso-phosphatidylcholine acyltransferase required for normal phospholipid content of mitochondrial membranes; may remodel acyl groups of cardiolipin in the inner membrane; human ortholog tafazzin is implicated in Barth syndrome
YPR010C,RPA135,RNA polymerase I second largest subunit A135
YOR126C,IAH1,Isoamyl acetate-hydrolyzing esterase required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate which is particularly important in sake brewing
YPL187W,MF(ALPHA)1,Mating pheromone alpha-factor made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)2 although MF(ALPHA)1 produces most alpha-factor
YPR164W,MMS1,Subunit of an E3 ubiquitin ligase complex involved in resolving replication intermediates or preventing the damage caused by blocked replication forks; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay
YPR079W,MRL1,Membrane protein with similarity to mammalian mannose-6-phosphate receptors possibly functions as a sorting receptor in the delivery of vacuolar hydrolases
YPL230W,USV1,Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources response to salt stress and cell wall biosynthesis
YPL030W,TRM44,tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene
YPR182W,SMX3,Core Sm protein Sm F; part of heteroheptameric complex (with Smb1p Smd1p Smd2p Smd3p Sme1p and Smx2p) that is part of the spliceosomal U1 U2 U4 and U5 snRNPs; homolog of human Sm F
YPL171C,OYE3,Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN) homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death
YPR058W,YMC1,Mitochondrial protein putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc2p
YPR128C,ANT1,Peroxisomal adenine nucleotide transporter; involved in beta-oxidation of medium-chain fatty acid; required for peroxisome proliferation
YNL157W,IGO1,Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; similar to Igo2p
YOL143C,RIB4,Lumazine synthase (67-dimethyl-8-ribityllumazine synthase also known as DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin
YPR103W,PRE2,Beta 5 subunit of the 20S proteasome responsible for the chymotryptic activity of the proteasome
YPR073C,LTP1,Protein phosphotyrosine phosphatase of unknown cellular role; activated by adenine
YPR120C,CLB5,B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1 phase
YPR185W,ATG13,Regulatory subunit of the Atg1p signaling complex; stimulates Atg1p kinase activity; required for vesicle formation during autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; involved in Atg9p Atg23p and Atg27p cycling
YPR171W,BSP1,Adapter that links synaptojanins Inp52p and Inp53p to the cortical actin cytoskeleton
