"initial_alias","converted_alias","name","description","namespace"
"YPR018W","YPR018W","RLF2","Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1); chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres, mating type loci, and rDNA; maintenance of kinetochore structure; deactivation of the DNA damage checkpoint after DNA repair; chromatin dynamics during transcription; and repression of divergent noncoding transcription [Source:SGD;Acc:S000006222]","ENSG,ENSP"
"YPR020W","YPR020W","ATP20","Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex, which in turn determines oligomerization of the complex and the shape of inner membrane cristae [Source:SGD;Acc:S000006224]","ENSG,ENSP"
"YPR021C","YPR021C","AGC1","Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant [Source:SGD;Acc:S000006225]","ENSG,ENSP"
"YPR022C","YPR022C","SDD4","Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P [Source:SGD;Acc:S000006226]","ENSG,ENSP"
"YPR024W","YPR024W","YME1","Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant [Source:SGD;Acc:S000006228]","ENSG,ENSP"
"YPR026W","YPR026W","ATH1","Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress [Source:SGD;Acc:S000006230]","ENSG,ENSP"
"YPR027C","YPR027C","YPR027C","Putative protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum, while the mCherry fusion protein localizes to the vacuole [Source:SGD;Acc:S000006231]","ENSG,ENSP"
"YPR028W","YPR028W","YOP1","Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress [Source:SGD;Acc:S000006232]","ENSG,ENSP"
"YPR031W","YPR031W","NTO1","Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3 [Source:SGD;Acc:S000006235]","ENSG,ENSP"
"YPR032W","YPR032W","SRO7","Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog, SRO77, that arose from the whole genome duplication [Source:SGD;Acc:S000006236]","ENSG,ENSP"
"YPR034W","YPR034W","ARP7","Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation [Source:SGD;Acc:S000006238]","ENSG,ENSP"
"YPR035W","YPR035W","GLN1","Glutamine synthetase (GS); synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation; forms filaments of back-to-back stacks of cylindrical homo-decamers at low pH, leading to enzymatic inactivation and storage during states of advanced cellular starvation; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000006239]","ENSG,ENSP"
"YPR036W","YPR036W","VMA13","Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits [Source:SGD;Acc:S000006240]","ENSG,ENSP"
"YPR040W","YPR040W","TIP41","Protein that interacts with Tap42p, which regulates PP2A; component of the TOR (target of rapamycin) signaling pathway; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000006244]","ENSG,ENSP"
"YPR041W","YPR041W","TIF5","Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2 [Source:SGD;Acc:S000006245]","ENSG,ENSP"
"YPR043W","YPR043W","RPL43A","Ribosomal 60S subunit protein L43A; null mutation confers a dominant lethal phenotype; homologous to mammalian ribosomal protein L37A, no bacterial homolog; RPL43A has a paralog, RPL43B, that arose from the whole genome duplication [Source:SGD;Acc:S000006247]","ENSG,ENSP"
"YPR044C","YPR044C","OPI11","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps verified gene RPL43A/YPR043W; deletion confers sensitivity to GSAO [Source:SGD;Acc:S000006248]","ENSG,ENSP"
"YPR047W","YPR047W","MSF1","Mitochondrial phenylalanyl-tRNA synthetase; active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase [Source:SGD;Acc:S000006251]","ENSG,ENSP"
"YPR048W","YPR048W","TAH18","Conserved NAPDH-dependent diflavin reductase; component of an early step in the cytosolic Fe-S protein assembly (CIA) machinery; transfers electrons from NADPH to the Fe-S cluster of Dre2p; plays a pro-death role under oxidative stress; Tah18p-dependent nitric oxide synthesis confers high-temperature stress tolerance; possible target for development of antifungal drugs [Source:SGD;Acc:S000006252]","ENSG,ENSP"
"YPR051W","YPR051W","MAK3","Catalytic subunit of the NatC type N-terminal acetyltransferase (NAT); involved in subcellular targeting of select N-terminally acetylated substrates to the Golgi apparatus (Arl3p and Grh1p) and the inner nuclear membrane (Trm1p); required for replication of dsRNA virus; human NatC ortholog, Naa60, functionally complements the null, requiring either auxiliary subunit Mak10p or co-expression of human ortholog, Naa35; Naa60, the human NatF gene, also complements the null allele [Source:SGD;Acc:S000006255]","ENSG,ENSP"
"YPR055W","YPR055W","SEC8","Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress [Source:SGD;Acc:S000006259]","ENSG,ENSP"
"YPR056W","YPR056W","TFB4","Subunit of TFIIH complex; involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p [Source:SGD;Acc:S000006260]","ENSG,ENSP"
"YPR057W","YPR057W","BRR1","snRNP protein component of spliceosomal snRNPs; required for pre-mRNA splicing and snRNP biogenesis; in null mutant newly-synthesized snRNAs are destabilized and 3'-end processing is slowed [Source:SGD;Acc:S000006261]","ENSG,ENSP"
"YPR058W","YPR058W","YMC1","Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication [Source:SGD;Acc:S000006262]","ENSG,ENSP"
"YPR060C","YPR060C","ARO7","Chorismate mutase; catalyzes the conversion of chorismate to prephenate to initiate the tyrosine/phenylalanine-specific branch of aromatic amino acid biosynthesis [Source:SGD;Acc:S000006264]","ENSG,ENSP"
"YPR062W","YPR062W","FCY1","Cytosine deaminase; zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU) [Source:SGD;Acc:S000006266]","ENSG,ENSP"
"YPR064W","YPR064W","YPR064W","Putative protein of unknown function; conserved among S. cerevisiae strains; YPR064W is not an essential gene [Source:SGD;Acc:S000006268]","ENSG,ENSP"
"YPR065W","YPR065W","ROX1","Heme-dependent repressor of hypoxic genes; mediates aerobic transcriptional repression of hypoxia induced genes such as COX5b and CYC7; repressor function regulated through decreased promoter occupancy in response to oxidative stress; contains an HMG domain that is responsible for DNA bending activity; involved in the hyperosmotic stress resistance [Source:SGD;Acc:S000006269]","ENSG,ENSP"
"YPR066W","YPR066W","UBA3","Protein that activates Rub1p (NEDD8) before neddylation; acts together with Ula1p; may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern [Source:SGD;Acc:S000006270]","ENSG,ENSP"
"YPR067W","YPR067W","ISA2","Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa1p and possibly Iba57p; localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations [Source:SGD;Acc:S000006271]","ENSG,ENSP"
"YPR068C","YPR068C","HOS1","Class I histone deacetylase (HDAC) family member; deacetylates Smc3p on lysine residues at anaphase onset; has sequence similarity to Hda1p, Rpd3p, Hos2p, and Hos3p; interacts with the Tup1p-Ssn6p corepressor complex [Source:SGD;Acc:S000006272]","ENSG,ENSP"
"YPR070W","YPR070W","MED1","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation [Source:SGD;Acc:S000006274]","ENSG,ENSP"
"YPR072W","YPR072W","NOT5","Component of the CCR4-NOT core complex, involved in mRNA decapping; involved intranscription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not5p and Not3p is mutated in cancers [Source:SGD;Acc:S000006276]","ENSG,ENSP"
"YPR075C","YPR075C","OPY2","Integral membrane protein that acts as a membrane anchor for Ste50p; involved in the signaling branch of the high-osmolarity glycerol (HOG) pathway and as a regulator of the filamentous growth pathway; overproduction blocks cell cycle arrest in the presence of mating pheromone; relocalizes from vacuole to plasma membrane upon DNA replication stress [Source:SGD;Acc:S000006279]","ENSG,ENSP"
"YPR076W","YPR076W","YPR076W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000006280]","ENSG,ENSP"
"YPR079W","YPR079W","MRL1","Membrane protein; has similarity to mammalian mannose-6-phosphate receptors; possibly functions as a sorting receptor in the delivery of vacuolar hydrolases; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000006283]","ENSG,ENSP"
"YPR080W","YPR080W","TEF1","Translational elongation factor EF-1 alpha; in the GTP-bound active form, binds to and delivers aminoacylated tRNA to the A-site of ribosomes for elongation of nascent polypeptides; associates with vacuolar Rho1p GTPase; may also have a role in tRNA re-export from the nucleus; TEF1 has a paralog, TEF2, that arose from the whole genome duplication [Source:SGD;Acc:S000006284]","ENSG,ENSP"
"YPR081C","YPR081C","GRS2","Glycine-tRNA synthetase, not expressed under normal growth conditions; expression is induced under heat, oxidative, pH, or ethanol stress conditions; more stable than the major glycine-tRNA synthetase Grs1p at 37 deg C; GRS2 has a paralog, GRS1, that arose from the whole genome duplication [Source:SGD;Acc:S000006285]","ENSG,ENSP"
"YPR083W","YPR083W","MDM36","Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-ancor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission [Source:SGD;Acc:S000006287]","ENSG,ENSP"
"YPR086W","YPR086W","SUA7","Transcription factor TFIIB; a general transcription factor required for transcription initiation and start site selection by RNA polymerase II [Source:SGD;Acc:S000006290]","ENSG,ENSP"
"YPR087W","YPR087W","VPS69","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene SRP54; deletion causes a vacuolar protein sorting defect [Source:SGD;Acc:S000006291]","ENSG,ENSP"
